,Estaciones
270,/g/precios-combustible-gasolinera-repsol-carretera-ibiza---san-juan-km.-17-en-el-municipio-eivissa
271,/g/precios-combustible-gasolinera-marge-avenida-sant-jusep-de-sa-talaya-42-en-el-municipio-eivissa
272,/g/precios-combustible-gasolinera-cepsa--carrer-alcalde-bartolome-rosello-sala-2-en-el-municipio-eivissa
273,/g/precios-combustible-gasolinera-shell-avenida-ignacio-wallis-58-en-el-municipio-eivissa
274,/g/precios-combustible-gasolinera-repsol-cr-pm-402-16-en-el-municipio-manacor
275,/g/precios-combustible-gasolinera-repsol-via-via-palma-87-rotonda-hospital-87-en-el-municipio-manacor
276,/g/precios-combustible-gasolinera-repsol-calle-juan-miro-sn-en-el-municipio-manacor
277,/g/precios-combustible-gasolinera-repsol-ronda-ronda-del-oeste-123-en-el-municipio-manacor
278,/g/precios-combustible-gasolinera-repsol-butano-carretera-ma-15-km.-445-en-el-municipio-manacor
279,/g/precios-combustible-gasolinera-repsol-cr-c-715-48-en-el-municipio-manacor
280,/g/precios-combustible-gasolinera-bp-carretera-pm-402-km.-9-en-el-municipio-manacor
281,/g/precios-combustible-gasolinera-bp-carretera-ibiza---san-miguel-km.-49-en-el-municipio-santa-eularia-des-riu
282,/g/precios-combustible-gasolinera-cooperativa-santa-eulalia-carretera-pm-810-km.-4150-en-el-municipio-santa-eularia-des-riu
283,/g/precios-combustible-gasolinera-cepsa-carretera-pm-810-km.-33-en-el-municipio-santa-eularia-des-riu
284,/g/precios-combustible-gasolinera-repsol-carretera-pm-810-km.-03-en-el-municipio-santa-eularia-des-riu
285,/g/precios-combustible-gasolinera-bp--santa-eulalia---ibiza-avenida-san-jaume-30-en-el-municipio-santa-eularia-des-riu
286,/g/precios-combustible-gasolinera-repsol-carretera-cr-c-713--palma-puerto-alcudia-km.-13-en-el-municipio-marratxi
287,/g/precios-combustible-gasolinera-shell-carrer-cami-de-muntanya-esq-carrer-celleters-sn-en-el-municipio-marratxi
288,/g/precios-combustible-gasolinera-bp-poligono-ollers-sn-en-el-municipio-marratxi
289,/g/precios-combustible-gasolinera-repsol-carretera-palma-pto-alcudia-km.-89-en-el-municipio-marratxi
290,/g/precios-combustible-gasolinera-cepsa-avenida-carlos-v-sn-en-el-municipio-llucmajor
291,/g/precios-combustible-gasolinera-cepsa-carretera-palma-portopetro-km.-23-en-el-municipio-llucmajor
292,/g/precios-combustible-gasolinera-cepsa-calle-san-cristobal-sn-en-el-municipio-llucmajor
293,/g/precios-combustible-gasolinera-cepsa-carretera-cabo-blanco-km.-36-en-el-municipio-llucmajor
294,/g/precios-combustible-gasolinera-repsol-carretera-pm-602-km.-82-en-el-municipio-llucmajor
295,/g/precios-combustible-gasolinera-autonetoil-calle-joan-de-austria-72-en-el-municipio-inca
296,/g/precios-combustible-gasolinera-bp-calle-lluc--esquina-selva-inca-sn-en-el-municipio-inca
297,/g/precios-combustible-gasolinera-bp-carretera-palma-alcudia-cruce-ctra.sencelles-km.-sn-en-el-municipio-inca
298,/g/precios-combustible-gasolinera-repsol-butano-camino-puig-de-santa-magdalena-sn-en-el-municipio-inca
299,/g/precios-combustible-gasolinera-repsol-avenida-jaime-i-143-en-el-municipio-inca
300,/g/precios-combustible-gasolinera-repsol-avenida-general-luque-sn-en-el-municipio-inca
301,/g/precios-combustible-gasolinera-galp-calle-ferrers-1-en-el-municipio-ciutadella-de-menorca
302,/g/precios-combustible-gasolinera-repsol-calle-pintor-torrent-10-en-el-municipio-ciutadella-de-menorca
303,/g/precios-combustible-gasolinera-autonetoil-calle-ferrers-12-en-el-municipio-ciutadella-de-menorca
304,/g/precios-combustible-gasolinera-bp-autovia-ctra.-mahon---ciudadela-km.-439-en-el-municipio-ciutadella-de-menorca
305,/g/precios-combustible-gasolinera-cepsa-calle-cautivos-de-constantinipla-sn-en-el-municipio-ciutadella-de-menorca
306,/g/precios-combustible-gasolinera-cepsa-carretera-aeropuerto-km.-5-en-el-municipio-mao-mahon
307,/g/precios-combustible-gasolinera-repsol-cr-me-1--150-en-el-municipio-mao-mahon
308,/g/precios-combustible-gasolinera-cepsa-avenida-jose-anselmo-clave-sn-en-el-municipio-mao-mahon
309,/g/precios-combustible-gasolinera-cepsa-rotonda-plaza-abu-umar-1-en-el-municipio-mao-mahon
310,/g/precios-combustible-gasolinera-galp-avenida-cap-de-cavalleria-14-en-el-municipio-mao-mahon
311,/g/precios-combustible-gasolinera-gmoil-calle-bajoli--poligono-industrial-artruix--39-en-el-municipio-mao-mahon
312,/g/precios-combustible-gasolinera-autonetoil-carrer-artruxt-7-en-el-municipio-mao-mahon
313,/g/precios-combustible-gasolinera-bp-sant-josep-de-sa-talaia-carretera-aeropuerto-km.-45-en-el-municipio-sant-josep-de-sa-talaia
314,/g/precios-combustible-gasolinera-cepsa-carretera-pm-803-km.-143-en-el-municipio-sant-josep-de-sa-talaia
315,/g/precios-combustible-gasolinera-repsol-carretera-c-731-km.-715-en-el-municipio-sant-antoni-de-portmany
316,/g/precios-combustible-gasolinera-cepsa-carretera-c-731-km.-13-en-el-municipio-sant-antoni-de-portmany
317,/g/precios-combustible-gasolinera-cepsa-avenida-doctor-fleming-sn-en-el-municipio-sant-antoni-de-portmany
318,/g/precios-combustible-gasolinera-cepsa-calle-cervantes-esquina-velazquez-44-en-el-municipio-sant-antoni-de-portmany
319,/g/precios-combustible-gasolinera-bp-calle-des-llauradors-19-en-el-municipio-sant-antoni-de-portmany
320,/g/precios-combustible-gasolinera-cepsa-carretera-c-713-km.-511-en-el-municipio-alcudia
321,/g/precios-combustible-gasolinera-repsol-cl-pollentia-esq.-cl.-lestel-s.n.-en-el-municipio-alcudia
322,/g/precios-combustible-gasolinera-repsol-via-corneli-atic-5-en-el-municipio-alcudia
323,/g/precios-combustible-gasolinera-repsol-avenida-juan-carlos-i-109-en-el-municipio-alcudia
324,/g/precios-combustible-gasolinera-campsa-carretera-carretera-felanitx-porto-colom-km.8200-km.-8200-en-el-municipio-felanitx
325,/g/precios-combustible-gasolinera-repsol-carretera-campos-km.-111-en-el-municipio-felanitx
326,/g/precios-combustible-gasolinera-bp-felanitx-cr-pm-510-121-en-el-municipio-felanitx
327,/g/precios-combustible-gasolinera-petronor-cr-pm-401-04-en-el-municipio-felanitx
328,/g/precios-combustible-gasolinera-repsol-calle-cristofor-colom---p.colom-33-en-el-municipio-felanitx
329,/g/precios-combustible-gasolinera-cepsa-calle-juan-xxiii-133-en-el-municipio-pollena
330,/g/precios-combustible-gasolinera-repsol-cl-cecilio-metelo-esq.puig-mari-s.-en-el-municipio-pollena
331,/g/precios-combustible-gasolinera-galp-calle-fuster-35-en-el-municipio-pollena
332,/g/precios-combustible-gasolinera-repsol-ctra.-ma-11-30-en-el-municipio-soller
333,/g/precios-combustible-gasolinera-bp-carretera-muro-km.-0-en-el-municipio-pobla-sa
334,/g/precios-combustible-gasolinera-cepsa-calle-trajiners-sn-en-el-municipio-pobla-sa
335,/g/precios-combustible-gasolinera-eroski-calle-joan-piza-i-massanet-5-en-el-municipio-pobla-sa
336,/g/precios-combustible-gasolinera-cepsa-carretera-pm-820-km.-12-en-el-municipio-formentera
337,/g/precios-combustible-gasolinera-repsol-carretera-la-sabina--el-pilar-km.-46-en-el-municipio-formentera
338,/g/precios-combustible-gasolinera--bp-ca-sestrella--carretera-arta-pto.alcudia99--en-el-municipio-santa-margalida
339,/g/precios-combustible-gasolinera-repsol-c-712-km-223-en-el-municipio-santa-margalida
340,/g/precios-combustible-gasolinera-bp-munar-capo-cr-sta.-margarita-petra-km--107-en-el-municipio-santa-margalida
341,/g/precios-combustible-gasolinera-repsol-carretera-son-servera-km.-15-en-el-municipio-son-servera
342,/g/precios-combustible-gasolinera-repsol-carretera-ma-4040-km.-25-en-el-municipio-son-servera
343,/g/precios-combustible-gasolinera-repsol-avenida-juan-carlos-i-sn-en-el-municipio-capdepera
344,/g/precios-combustible-gasolinera-galp-avenida-juan-carlos-i-68-en-el-municipio-capdepera
345,/g/precios-combustible-gasolinera-cepsa-carrer-convent-29-en-el-municipio-santanyi
346,/g/precios-combustible-gasolinera-repsol-carretera-c-717-km.-38-en-el-municipio-santanyi
347,/g/precios-combustible-gasolinera-repsol-carretera-c-717-km.-537-en-el-municipio-santanyi
348,/g/precios-combustible-gasolinera-cepsa-avenida-bienvenidos-36-en-el-municipio-santanyi
349,/g/precios-combustible-gasolinera-petronor-avinguda-benvinguts-64-en-el-municipio-santanyi
350,/g/precios-combustible-gasolinera-bp-carretera-palma-pto-andratx-km.-2890-en-el-municipio-andratx
351,/g/precios-combustible-gasolinera-repsol-calle-antoni-calafat-22-en-el-municipio-andratx
352,/g/precios-combustible-gasolinera-repsol-carretera-c-717-km.-497-en-el-municipio-campos
353,/g/precios-combustible-gasolinera-cepsa-carretera-c-717-palma---porto-petro-km.-345-en-el-municipio-campos
354,/g/precios-combustible-gasolinera-cepsa-calle-balmes-55-en-el-municipio-alaior
355,/g/precios-combustible-gasolinera-cepsa-carretera-comarcal-721-km.-7200-en-el-municipio-alaior
356,/g/precios-combustible-gasolinera-cepsa-carretera-me721-km.-7200-en-el-municipio-alaior
357,/g/precios-combustible-gasolinera-repsol-carretera-ma15-km.-54800-en-el-municipio-sant-lloren-des-cardassar
358,/g/precios-combustible-gasolinera-repsol-carretera-carret.porto-cristo-son-serverakm.5200-km.-5200-en-el-municipio-sant-lloren-des-cardassar
359,/g/precios-combustible-gasolinera-cepsa-calle-es-carrero-0-en-el-municipio-sant-lloren-des-cardassar
360,/g/precios-combustible-gasolinera-repsol-calle-rech-esq-creu-sn-en-el-municipio-binissalem
361,/g/precios-combustible-gasolinera-eroski-carretera-ma-13-a-esquina-cami-agua-km.-sn-en-el-municipio-binissalem
362,/g/precios-combustible-gasolinera-galp-plaza-son-vilar-14-en-el-municipio-castell-es
363,/g/precios-combustible-gasolinera-eroski-avenida-talaiot-1-en-el-municipio-sant-lluis
364,/g/precios-combustible-gasolinera--bp-san-luis-avenida-de-sa-pau-6-en-el-municipio-sant-lluis
365,/g/precios-combustible-gasolinera-repsol-carretera-ma-12-km.-11600-en-el-municipio-arta
366,/g/precios-combustible-gasolinera-petronor-cl-abevradero-esquina-cr-c-715-s.n-c-715-km-2-en-el-municipio-arta
367,/g/precios-combustible-gasolinera-repsol-calle-ciutat-sn-en-el-municipio-arta
368,/g/precios-combustible-gasolinera-repsol-avenida-santa-margarita-49-en-el-municipio-muro
369,/g/precios-combustible-gasolinera-repsol-carretera-ma-3431-km.-0200-en-el-municipio-muro
370,/g/precios-combustible-gasolinera-las-gaviotas-calle-crucero-12-en-el-municipio-muro
371,/g/precios-combustible-gasolinera-cepsa-carretera-c-711-km.-165-en-el-municipio-bunyola
372,/g/precios-combustible-gasolinera-cepsa-carretera-c-711-km.-165-en-el-municipio-bunyola
373,/g/precios-combustible-gasolinera-cepsa-plaza-hostals-4-en-el-municipio-santa-maria-del-cami
374,/g/precios-combustible-gasolinera-repsol-cr-c-713-131-en-el-municipio-santa-maria-del-cami
375,/g/precios-combustible-gasolinera-repsol-carretera-c-733-km.-19700-en-el-municipio-sant-joan-de-labritja
376,/g/precios-combustible-gasolinera-lloseta-carrer-sabaters-sn-en-el-municipio-lloseta
377,/g/precios-combustible-gasolinera-cepsa-carretera-pm-v-211-1-km.-15-en-el-municipio-lloseta
378,/g/precios-combustible-gasolinera-repsol-cr-c-715-21-en-el-municipio-algaida
379,/g/precios-combustible-gasolinera-cepsa-avenida-de-la-constitucio-95-en-el-municipio-alaro
380,/g/precios-combustible-gasolinera-bp-carrera-pm-503-km.-55--en-el-municipio-porreres
381,/g/precios-combustible-gasolinera-bp-carretera-ctra-de-mao-a-ciutadella-me-1-km.-23-en-el-municipio-mercadal-es
382,/g/precios-combustible-gasolinera-galp-carretera-mahon---fornells-km.-126-en-el-municipio-mercadal-es
383,/g/precios-combustible-gasolinera-carburants-low-cost-calle-b-35-en-el-municipio-mercadal-es
384,/g/precios-combustible-gasolinera-cepsa-avenida-francesc-de-borja-moll-61-en-el-municipio-salines-ses
385,/g/precios-combustible-gasolinera-repsol-calle-gabriel-roca-129-en-el-municipio-salines-ses
386,/g/precios-combustible-gasolinera-repsol-carretera-pm104-km.-128-en-el-municipio-esporles
387,/g/precios-combustible-gasolinera-e.s.-ferreries-calle-dels-teulers-2-en-el-municipio-ferreries
388,/g/precios-combustible-gasolinera-repsol-carretera-pm-324-km.-115-en-el-municipio-sineu
389,/g/precios-combustible-gasolinera-son-hugo-carretera-3301-km.-15-en-el-municipio-sineu
390,/g/precios-combustible-gasolinera-repsol-carretera-santa-maria-sencelles-km.-99-en-el-municipio-sencelles
391,/g/precios-combustible-gasolinera-cepsa-carretera-c-715-km.-425-en-el-municipio-vilafranca-de-bonany
392,/g/precios-combustible-gasolinera-cepsa-carretera-ma-15-km.-29320-en-el-municipio-monturi
393,/g/precios-combustible-gasolinera-repsol-carretera-pm-334-km.-11-en-el-municipio-petra
394,/g/precios-combustible-gasolinera-cepsa-carretera-c-715-km.-425-en-el-municipio-petra
395,/g/precios-combustible-gasolinera-cepsa-carretera-c-713-km.-383-en-el-municipio-campanet
396,/g/precios-combustible-gasolinera-cepsa-carrer-la-carretera-69-en-el-municipio-llubi
397,/g/precios-combustible-gasolinera-repsol-carretera-ma-15-km.-366-en-el-municipio-sant-joan
398,/g/precios-combustible-gasolinera-repsol-carretera-pm-111-km.-86-en-el-municipio-valldemossa
399,/g/precios-combustible-gasolinera-bp-oil-espaa-carretera-de-deiasn-km.-71110-en-el-municipio-valldemossa
400,/g/precios-combustible-gasolinera-cepsa-carretera-vella-de-sineu-pmv3011-km.-155-en-el-municipio-santa-eugenia
401,/g/precios-combustible-gasolinera-repsol-carretera-pm---213-km.-148-en-el-municipio-escorca
402,/g/precios-combustible-gasolinera-avia-avenida-valdecilla-10-en-el-municipio-santander
403,/g/precios-combustible-gasolinera-repsol-poligono-el-campon-sn-en-el-municipio-santander
404,/g/precios-combustible-gasolinera-repsol-cl-castilla-91-en-el-municipio-santander
405,/g/precios-combustible-gasolinera-cepsa-calle-josefa-de-la-maza-2-en-el-municipio-santander
406,/g/precios-combustible-gasolinera-shell--calle-repuente-35-en-el-municipio-santander
407,/g/precios-combustible-gasolinera-galp-calle-repuente-6-en-el-municipio-santander
408,/g/precios-combustible-gasolinera-repsol-cr-ca-230-albericia-sardinero-01-en-el-municipio-santander
409,/g/precios-combustible-gasolinera--shell-avenida-castros-los-113-en-el-municipio-santander
410,/g/precios-combustible-gasolinera-repsol-calle-joaquin-costa-sn-en-el-municipio-santander
411,/g/precios-combustible-gasolinera-beroil-isla-del-oleo-19---pol.-ind.-nueva-montaa-en-el-municipio-santander
412,/g/precios-combustible-gasolinera-carrefour-calle-joaquin-rodriguo-2-en-el-municipio-santander
413,/g/precios-combustible-gasolinera-campsa-plaza-matias-montero-sn-en-el-municipio-santander
414,/g/precios-combustible-gasolinera-carrefour-calle-el-empalme--en-el-municipio-santander
415,/g/precios-combustible-gasolinera-galp-avenida-vicente-trueba-sn-en-el-municipio-santander
416,/g/precios-combustible-gasolinera-e.s.nueva-montaa-calle-la-peseta-1-en-el-municipio-santander
417,/g/precios-combustible-gasolinera-easygas-avenida-avda-parayas-12-en-el-municipio-santander
418,/g/precios-combustible-gasolinera-galp-carretera-n-623-km.-390-en-el-municipio-santander
419,/g/precios-combustible-gasolinera-repsol-barrio-camarreal-150-en-el-municipio-santander
420,/g/precios-combustible-gasolinera-e.e.s.s.-mas-s.l.-area-arrabal-puerto-de-raos-8-en-el-municipio-santander
421,/g/precios-combustible-gasolinera-petronor-calle-naos-1-en-el-municipio-santander
422,/g/precios-combustible-gasolinera-repsol-avenida-cardenal-herrera-oria-38-en-el-municipio-santander
423,/g/precios-combustible-gasolinera-bp-mercasantander-calle-joaquin-salas-n-6-6-en-el-municipio-santander
424,/g/precios-combustible-gasolinera-meroil-avenida-solvay-85-en-el-municipio-torrelavega
425,/g/precios-combustible-gasolinera-cepsa-avda.-oviedo-24-n-634a-km-2323-en-el-municipio-torrelavega
426,/g/precios-combustible-gasolinera-cepsa-avda.-oviedo-24-n-634a-km-2323-en-el-municipio-torrelavega
427,/g/precios-combustible-gasolinera-shell-pablo-garnica-sn-esq.-pintor-pancho-cossio-en-el-municipio-torrelavega
428,/g/precios-combustible-gasolinera-carrefour-avenida-bilbao-poligono-los-ochos-sn-en-el-municipio-torrelavega
429,/g/precios-combustible-gasolinera-area-de-servicio-torrelavega-paseo-julio-hauzeur-6-en-el-municipio-torrelavega
430,/g/precios-combustible-gasolinera-ruycopetrol-s.l.-avda.-fernandez-vallejo-12-en-el-municipio-torrelavega
431,/g/precios-combustible-gasolinera-repsol-avenida-de-bilbao-117--ctra.-n-634-km-232-5-en-el-municipio-torrelavega
432,/g/precios-combustible-gasolinera-cepsa-paseo-julio-hauzeur-2-en-el-municipio-torrelavega
433,/g/precios-combustible-gasolinera-eroski-barrio-brazomar-sn-en-el-municipio-castro-urdiales
434,/g/precios-combustible-gasolinera-shell-autv.a-8-autov.-cantabrico-km-141-en-el-municipio-castro-urdiales
435,/g/precios-combustible-gasolinera-bp---castro-urdiales-barrio-brazomar-sn-sn-en-el-municipio-castro-urdiales
436,/g/precios-combustible-gasolinera-repsol-calle-santander-27-en-el-municipio-castro-urdiales
437,/g/precios-combustible-gasolinera-e.s.-islares-s.l.-carretera-irun-la-corua-km.-156-en-el-municipio-castro-urdiales
438,/g/precios-combustible-gasolinera-cepsa-carretera-n-634-km.-136400-en-el-municipio-castro-urdiales
439,/g/precios-combustible-gasolinera-cepsa-carretera-n-634-km.-1364-en-el-municipio-castro-urdiales
440,/g/precios-combustible-gasolinera-12241-avenida-tornada-sn-en-el-municipio-camargo
441,/g/precios-combustible-gasolinera-shell-p.i.-cros-km-centro-comercial-m-en-el-municipio-camargo
442,/g/precios-combustible-gasolinera-repsol-au-a-10-5-en-el-municipio-camargo
443,/g/precios-combustible-gasolinera-repsol-au-a-10-3-en-el-municipio-camargo
444,/g/precios-combustible-gasolinera-carrefour-carretera-nacional-635-km.-27-en-el-municipio-camargo
445,/g/precios-combustible-gasolinera-cepsa-avenida-bilbao-8-en-el-municipio-camargo
446,/g/precios-combustible-gasolinera-repsol-avenida-burgos-65-en-el-municipio-camargo
447,/g/precios-combustible-gasolinera-shell-n-611-km-2023-en-el-municipio-camargo
448,/g/precios-combustible-gasolinera-cepsa-barrio-la-calva-16-en-el-municipio-camargo
449,/g/precios-combustible-gasolinera-galp-carretera-n-623-km.-136-en-el-municipio-pielagos
450,/g/precios-combustible-gasolinera-cepsa-carretera-n-611-km.-197-en-el-municipio-pielagos
451,/g/precios-combustible-gasolinera-avia-avenida-luis-de-la-concha-63-en-el-municipio-pielagos
452,/g/precios-combustible-gasolinera-galp-calle-prosperidad-61-en-el-municipio-astillero-el
453,/g/precios-combustible-gasolinera-g2-calle-boo-52-en-el-municipio-astillero-el
454,/g/precios-combustible-gasolinera-cobo-poligono-industrial-guarnizo-parcela-22-en-el-municipio-astillero-el
455,/g/precios-combustible-gasolinera-area-de-servicio-la-palmera-calle-prosperidad-61-en-el-municipio-astillero-el
456,/g/precios-combustible-gasolinera-shell-calle-jose-maria-pereda-6-en-el-municipio-santa-cruz-de-bezana
